department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
6,2,1,2,2,2,39,3.0,4,0,73,0
5,19,1,1,1,1,37,5.0,6,0,59,0
6,26,1,1,1,1,28,,1,0,82,1
6,22,3,1,2,1,40,3.0,12,0,70,0
8,3,1,1,1,1,30,5.0,3,0,52,0
5,31,3,1,1,1,36,4.0,7,0,56,0
8,15,1,2,1,1,27,2.0,4,0,57,0
5,11,1,2,1,1,29,1.0,4,0,57,0
9,2,1,2,2,7,31,3.0,5,0,82,0
6,22,3,1,1,1,36,4.0,7,0,67,0
5,12,1,1,1,1,30,4.0,4,0,57,0
1,28,3,1,1,2,32,3.0,6,0,86,0
8,15,1,1,2,1,29,5.0,2,0,50,0
8,2,1,2,1,1,29,,1,0,45,0
8,22,3,1,1,2,38,1.0,8,0,47,0
6,2,3,2,1,1,51,3.0,15,0,71,0
2,22,3,1,1,1,32,3.0,8,0,58,0
9,14,3,2,2,1,36,3.0,5,0,83,0
5,15,1,1,2,2,30,5.0,5,0,57,0
2,26,1,2,2,1,26,3.0,5,0,56,0
7,7,1,1,2,2,32,5.0,3,0,83,1
8,30,1,1,1,2,26,3.0,3,0,50,0
1,28,1,1,2,1,30,4.0,2,0,83,0
8,6,1,2,1,1,28,1.0,2,0,50,0
8,26,1,1,2,1,40,3.0,18,0,55,1
4,2,1,1,1,1,33,1.0,6,0,66,0
5,2,2,2,2,1,24,,1,0,73,1
4,27,2,1,1,1,27,,1,0,59,0
5,29,1,1,2,1,30,4.0,2,0,61,0
8,4,3,2,2,1,37,3.0,9,0,44,0
5,2,,2,1,1,33,3.0,9,0,58,0
1,2,1,1,1,2,31,3.0,2,0,84,0
8,31,1,1,2,1,43,3.0,3,0,48,0
8,2,3,2,1,1,39,1.0,10,0,52,1
8,2,,1,1,1,24,3.0,2,1,81,1
6,4,3,1,1,1,41,2.0,12,0,71,0
7,4,3,1,1,1,35,5.0,4,0,85,0
8,7,1,1,2,1,24,,1,0,49,0
8,1,3,1,2,3,33,2.0,7,0,53,0
8,17,3,1,1,1,35,3.0,3,0,47,0
8,15,1,1,2,1,30,2.0,8,1,50,0
6,15,1,1,1,1,29,3.0,2,0,68,0
8,6,1,1,1,1,28,5.0,2,0,50,0
5,2,3,2,1,1,48,5.0,15,0,61,0
9,2,1,1,1,1,31,3.0,3,0,79,0
8,1,1,1,1,1,26,1.0,3,0,50,0
8,27,,1,2,2,24,,1,0,47,0
9,27,1,2,3,1,30,,1,0,76,0
5,8,3,2,2,1,38,3.0,2,0,61,0
8,31,,1,2,1,27,5.0,3,0,49,0
9,2,3,2,1,1,49,1.0,24,0,77,0
9,11,1,2,1,1,32,,1,0,80,0
5,34,1,1,1,1,26,,1,0,65,0
8,2,1,2,1,1,35,5.0,7,0,48,0
2,2,1,2,1,2,46,3.0,3,0,59,0
6,22,3,1,1,1,34,2.0,6,0,69,0
2,22,1,2,2,2,30,1.0,3,0,59,0
6,2,,2,2,1,53,1.0,11,0,67,0
8,4,3,1,2,1,49,3.0,17,0,48,0
6,27,3,2,1,1,35,3.0,5,0,68,0
7,22,3,1,1,1,34,4.0,4,0,83,0
8,30,1,1,1,7,26,2.0,5,0,46,0
8,1,1,1,2,2,29,,1,0,47,0
5,7,3,2,1,1,37,3.0,4,0,58,0
1,27,1,1,1,2,25,4.0,2,0,80,0
8,2,1,1,1,1,47,4.0,16,0,48,1
1,12,1,1,2,1,28,2.0,5,0,85,0
8,14,1,1,1,1,32,5.0,10,0,48,0
6,19,1,1,1,1,34,3.0,4,0,71,0
5,2,,1,2,1,36,4.0,3,0,59,0
4,22,1,1,1,1,32,2.0,6,0,59,0
6,24,3,1,2,2,32,2.0,5,0,72,0
8,8,1,1,1,1,29,4.0,3,0,52,0
5,22,1,1,1,1,32,4.0,4,1,57,1
8,22,1,1,1,5,27,3.0,2,0,52,0
8,13,1,1,1,1,34,5.0,4,0,51,0
8,16,3,2,1,1,36,3.0,8,0,48,0
5,8,1,1,2,1,26,5.0,2,0,59,0
8,14,3,1,1,1,33,4.0,3,0,94,1
8,27,3,1,1,1,47,1.0,3,0,45,0
8,11,1,1,1,1,42,3.0,2,0,48,0
8,26,3,1,1,1,38,1.0,8,0,54,0
9,32,1,2,2,4,32,5.0,8,0,93,1
6,17,1,2,1,1,44,3.0,16,0,70,0
8,22,3,1,1,1,33,4.0,5,0,46,0
8,26,1,1,2,2,27,3.0,3,0,55,0
9,2,3,1,1,2,50,5.0,14,0,85,0
6,31,1,2,1,2,29,3.0,4,0,71,0
6,34,1,1,1,1,29,5.0,4,0,84,1
9,27,,1,2,2,28,3.0,2,0,79,0
1,2,1,1,1,1,44,5.0,7,0,84,0
5,8,1,2,1,1,32,4.0,2,0,61,0
1,28,3,1,2,2,30,3.0,6,0,83,0
5,21,1,1,1,1,37,5.0,4,0,59,0
5,22,1,2,2,1,37,3.0,5,0,59,0
8,14,1,1,2,1,32,1.0,4,0,52,0
6,23,1,1,2,1,36,3.0,2,0,66,0
6,2,1,2,1,2,34,3.0,4,0,62,0
2,8,1,2,1,1,30,3.0,3,0,65,0
9,2,1,1,2,1,26,,1,1,81,1
8,29,3,1,2,1,31,1.0,2,0,51,0
9,2,1,1,3,1,41,5.0,7,0,83,0
5,2,3,1,2,1,33,2.0,7,0,57,0
5,20,1,1,1,1,25,4.0,3,0,58,0
5,7,1,2,2,1,39,3.0,6,0,58,0
6,12,1,2,2,1,31,3.0,6,0,70,0
9,2,3,2,2,1,56,2.0,16,0,79,0
8,14,1,1,1,1,30,1.0,3,0,50,0
5,4,1,1,1,2,29,5.0,5,0,63,1
8,9,3,1,2,1,31,4.0,3,0,50,0
7,31,3,1,2,2,28,4.0,2,0,82,0
1,20,1,1,1,2,30,2.0,3,0,82,0
1,11,1,1,2,1,30,1.0,2,0,84,0
6,7,1,2,1,1,29,4.0,6,0,65,0
5,19,1,2,1,1,31,3.0,3,0,60,0
1,25,1,1,1,1,30,3.0,6,0,84,1
6,2,1,1,2,1,26,,1,0,72,0
5,16,1,1,2,1,44,5.0,4,0,60,0
6,24,3,2,1,1,31,1.0,6,0,70,0
9,33,1,2,1,1,35,4.0,3,0,77,0
6,23,3,1,1,1,41,3.0,3,0,73,0
8,25,1,1,1,1,33,5.0,7,0,47,0
9,31,1,1,2,1,33,5.0,4,0,81,0
5,2,2,1,2,1,26,5.0,3,0,60,0
8,13,1,1,2,1,47,4.0,19,0,48,0
8,11,1,1,2,1,28,5.0,5,0,51,0
8,13,1,1,1,1,32,1.0,5,0,52,0
8,24,1,1,1,1,36,3.0,10,0,50,0
6,7,3,2,1,2,39,3.0,5,0,68,0
9,7,1,2,1,1,29,5.0,2,0,81,0
8,2,,1,2,3,45,3.0,6,0,47,0
5,2,1,1,2,1,48,2.0,4,0,58,0
3,2,1,1,1,2,32,3.0,5,0,49,0
5,2,1,2,1,1,39,2.0,5,0,63,0
5,2,3,1,1,1,53,4.0,19,0,57,0
8,22,1,1,1,1,42,3.0,4,0,53,0
2,2,3,2,1,2,35,5.0,4,0,59,0
1,34,1,1,2,1,30,1.0,4,0,82,0
1,27,,1,1,1,31,4.0,6,0,86,0
5,8,1,1,1,1,26,5.0,3,0,56,0
8,7,1,1,1,1,35,5.0,3,1,45,1
8,7,1,1,2,1,45,1.0,5,0,52,0
6,27,1,1,2,5,37,3.0,9,0,64,0
5,2,1,2,1,1,42,5.0,10,0,59,0
8,7,3,1,1,1,43,5.0,14,0,50,0
5,11,1,1,1,1,27,5.0,2,0,58,0
8,34,1,1,1,1,26,,1,0,48,0
8,15,3,1,2,1,38,1.0,10,0,50,0
1,9,3,1,1,1,31,4.0,5,0,82,0
5,15,1,2,2,1,30,2.0,2,0,64,0
6,2,,2,2,1,37,4.0,11,0,70,0
8,16,3,1,1,1,35,1.0,4,0,48,0
5,7,3,2,2,2,38,5.0,4,0,63,0
7,22,1,1,2,3,30,5.0,2,0,85,0
9,7,1,1,2,1,30,,1,0,78,1
8,30,1,1,2,2,28,3.0,2,0,52,0
5,13,3,1,1,1,42,4.0,7,0,59,0
6,22,1,1,2,1,33,2.0,7,0,68,0
8,11,3,1,1,1,39,4.0,4,0,45,0
8,7,,1,2,1,33,2.0,7,0,49,0
9,13,3,2,1,1,43,4.0,6,0,81,0
5,14,1,2,2,1,30,4.0,7,0,59,0
1,15,3,1,2,1,37,3.0,3,0,85,0
9,31,1,1,1,1,33,4.0,6,1,81,0
8,1,3,1,2,1,38,5.0,10,0,49,0
1,22,1,2,2,2,27,3.0,3,0,85,1
5,22,1,2,2,1,24,5.0,2,0,55,0
5,16,1,2,2,1,35,2.0,10,0,58,0
5,2,3,1,1,2,42,5.0,2,0,57,0
8,28,3,1,1,1,32,3.0,7,0,53,0
8,26,1,1,1,2,25,3.0,2,0,45,0
6,2,3,2,1,1,35,5.0,6,0,67,0
9,2,3,2,2,1,54,3.0,24,0,75,0
8,32,1,1,1,1,33,2.0,3,0,45,0
8,22,,2,2,1,27,,1,0,48,0
1,31,1,1,1,2,28,3.0,2,0,86,1
3,23,3,2,1,1,36,3.0,8,0,44,0
6,2,3,2,1,3,51,3.0,7,0,72,0
5,11,1,2,2,2,31,3.0,2,0,57,0
8,26,1,1,1,2,25,1.0,4,0,47,0
3,2,3,1,2,1,45,3.0,3,0,51,0
2,7,1,1,2,1,31,3.0,4,0,64,0
3,14,1,1,1,1,39,3.0,11,0,53,0
6,15,1,2,1,1,39,4.0,5,0,73,0
6,26,1,2,1,1,25,2.0,2,0,66,0
5,4,3,2,2,1,37,5.0,8,1,99,1
9,20,1,1,1,1,29,5.0,3,0,80,0
8,6,1,1,1,1,27,1.0,5,0,52,0
5,2,1,1,1,1,27,4.0,3,0,59,0
8,11,1,1,1,1,47,4.0,6,0,51,0
2,2,3,1,2,1,36,4.0,3,0,55,0
5,8,1,1,1,1,35,5.0,9,0,58,0
8,8,1,1,2,1,35,3.0,8,0,51,0
9,2,1,2,2,2,32,3.0,5,0,82,0
8,23,1,1,2,1,26,,1,0,47,0
2,28,3,1,1,1,33,3.0,3,1,60,1
8,10,3,2,2,1,32,2.0,5,0,56,0
6,19,1,1,1,1,41,5.0,4,0,73,0
8,22,,1,2,1,26,4.0,2,0,53,0
2,13,3,1,2,1,40,5.0,4,0,58,0
5,3,1,2,2,1,31,3.0,4,0,55,0
9,7,1,1,1,1,25,3.0,2,0,78,0
4,2,3,1,1,1,58,3.0,15,0,60,0
8,32,1,2,1,1,27,1.0,4,0,53,0
8,27,1,1,1,1,29,5.0,5,0,52,0
8,22,1,1,2,2,33,4.0,8,0,46,0
3,2,1,2,1,1,28,,1,0,43,0
5,26,1,2,1,1,32,4.0,2,0,59,0
2,7,3,2,2,1,36,5.0,2,0,57,0
6,2,3,2,1,1,37,3.0,3,0,72,0
3,32,1,1,1,1,30,5.0,7,0,51,0
9,23,3,1,2,1,43,2.0,7,0,77,0
9,29,3,2,1,1,31,3.0,5,0,81,0
7,31,3,1,1,2,34,4.0,4,0,86,0
5,2,1,1,2,1,45,4.0,18,0,61,0
1,22,3,1,1,2,30,3.0,6,0,80,0
1,15,1,1,2,3,39,3.0,6,0,84,0
9,17,3,1,1,1,34,5.0,5,0,81,0
9,15,3,1,1,1,36,2.0,8,0,86,0
9,26,1,1,2,1,25,4.0,3,0,80,0
8,32,1,1,2,1,28,4.0,4,0,45,0
2,12,1,1,1,1,31,2.0,5,0,60,0
6,2,3,2,1,1,49,5.0,7,0,73,0
9,7,3,2,1,1,39,4.0,4,0,78,1
8,31,1,1,2,1,49,3.0,19,0,50,0
6,22,3,2,2,1,37,3.0,9,0,67,0
9,26,1,2,2,1,38,2.0,5,0,79,0
5,2,1,1,1,1,38,4.0,10,0,59,0
8,22,3,1,2,1,44,1.0,9,0,54,0
9,22,1,1,3,1,30,4.0,2,0,84,0
1,13,3,1,1,1,34,2.0,6,0,86,0
2,2,2,1,2,2,25,,1,0,60,0
5,2,3,2,2,2,34,5.0,7,0,61,0
9,22,3,2,2,1,35,1.0,4,0,81,0
6,17,1,2,1,1,38,2.0,4,0,65,0
6,26,1,2,1,1,40,3.0,7,0,68,0
4,2,1,2,1,1,52,3.0,4,1,55,0
8,7,1,1,2,1,60,2.0,12,0,48,0
8,27,1,1,2,6,27,,1,0,58,0
5,22,1,1,1,1,32,2.0,5,0,62,0
3,26,1,1,1,1,28,2.0,2,0,52,1
8,9,1,1,2,1,28,1.0,3,0,52,0
5,2,3,2,2,2,51,5.0,16,0,62,0
8,2,3,1,2,1,33,4.0,5,0,49,0
8,28,3,2,1,1,31,3.0,1,0,47,0
8,28,1,1,1,1,26,2.0,3,0,54,0
8,29,1,1,1,1,30,,1,0,47,0
5,13,1,2,2,1,29,5.0,2,0,60,0
2,6,1,1,2,3,31,4.0,3,0,65,0
5,22,1,1,2,1,43,2.0,11,0,57,0
8,27,1,1,2,1,32,1.0,6,0,47,0
5,7,1,1,2,1,33,3.0,4,0,74,1
8,31,1,1,2,1,30,1.0,3,0,48,0
8,2,,1,2,1,23,,1,0,44,0
6,2,,2,2,1,28,3.0,4,0,68,0
3,2,3,2,2,1,43,5.0,11,0,51,0
5,2,1,1,1,1,44,4.0,15,0,55,0
1,22,3,2,1,1,33,3.0,2,0,84,0
8,29,1,1,1,1,31,2.0,7,0,50,0
8,5,3,1,1,1,37,1.0,10,0,48,0
9,7,1,2,1,2,32,3.0,6,0,79,0
9,16,1,2,2,1,37,3.0,11,0,79,0
8,27,3,1,2,1,37,3.0,5,0,49,0
8,25,1,1,1,1,28,,1,0,46,0
5,4,3,1,2,2,35,3.0,9,0,56,0
5,32,1,1,1,1,36,4.0,3,0,74,1
9,7,1,1,2,2,39,3.0,5,0,78,0
5,20,1,2,1,1,30,5.0,5,0,56,0
5,4,1,2,1,1,26,3.0,5,0,60,0
8,22,1,1,1,1,27,3.0,3,0,51,0
1,22,1,1,3,1,32,3.0,3,1,78,1
5,26,1,1,1,1,42,3.0,12,0,55,0
1,20,1,1,2,1,30,,1,0,84,0
7,4,1,1,2,1,35,5.0,7,0,89,0
9,27,1,1,1,1,28,2.0,2,0,79,0
3,2,1,2,2,1,27,5.0,5,0,46,0
5,7,3,2,2,1,38,3.0,9,0,62,0
5,9,,1,2,1,27,3.0,2,0,65,0
5,15,3,1,2,1,43,2.0,3,0,59,0
8,2,3,2,2,1,34,5.0,9,0,49,0
9,2,3,1,1,1,38,3.0,8,0,77,0
5,27,1,2,2,1,25,1.0,2,0,57,0
9,26,1,1,1,1,35,1.0,6,0,77,1
8,34,1,1,2,1,29,1.0,5,0,48,0
8,26,1,1,1,1,40,1.0,6,0,55,0
9,27,1,2,2,1,35,1.0,4,0,83,0
1,22,1,1,1,1,34,3.0,3,0,89,1
6,2,1,2,2,1,37,1.0,2,0,64,0
7,11,3,1,2,1,29,3.0,2,0,84,0
9,8,3,1,1,1,39,1.0,8,0,77,0
6,17,1,1,2,1,50,3.0,8,0,71,0
3,22,1,2,2,1,25,5.0,2,0,47,0
8,27,1,1,1,1,40,2.0,10,0,49,0
8,4,1,2,1,1,30,3.0,8,0,50,1
6,20,1,2,1,1,33,2.0,3,0,69,1
6,28,1,2,1,1,32,3.0,3,0,70,0
9,22,3,1,2,1,39,2.0,7,0,78,0
5,4,1,1,1,1,52,4.0,10,0,60,0
6,7,1,2,1,1,29,5.0,4,0,72,1
5,2,1,1,2,1,48,5.0,17,0,58,0
9,16,1,1,1,2,38,1.0,8,0,81,0
8,26,1,1,1,1,44,3.0,10,0,49,0
8,7,3,1,2,1,42,5.0,11,0,54,1
8,2,,1,1,1,29,4.0,2,0,47,0
6,4,3,2,1,1,34,4.0,7,0,70,0
8,30,3,1,1,1,39,4.0,8,0,47,0
8,2,3,2,2,1,38,2.0,8,0,51,0
9,33,1,1,1,1,47,3.0,16,0,80,0
5,16,1,1,1,1,29,3.0,3,0,66,0
8,2,1,2,2,1,36,2.0,7,0,50,0
9,2,1,1,2,1,29,1.0,6,0,77,0
3,2,3,1,1,1,34,3.0,7,0,55,0
8,2,1,1,2,1,28,,1,0,47,0
9,26,1,1,1,2,27,3.0,1,0,77,0
3,6,1,1,1,1,29,1.0,3,0,51,0
6,17,3,2,1,1,36,3.0,4,0,81,1
8,14,1,2,2,1,29,4.0,3,0,52,0
1,22,1,1,2,2,28,,1,0,89,0
1,13,1,1,1,1,26,3.0,4,0,85,0
6,2,2,2,1,3,22,,1,0,66,0
1,15,3,1,1,3,35,5.0,3,0,86,0
9,2,1,2,3,1,49,5.0,6,0,80,0
9,22,1,1,2,1,33,5.0,2,0,79,0
8,2,1,1,3,1,30,,1,0,50,0
5,22,3,1,1,1,43,4.0,3,0,59,0
8,4,1,1,1,1,44,4.0,12,0,50,0
8,31,,1,2,1,25,4.0,3,0,47,0
8,28,,1,1,1,25,4.0,3,0,64,1
8,2,1,1,1,3,53,3.0,12,0,50,0
5,26,3,1,1,1,36,3.0,9,0,62,0
6,7,3,2,2,2,50,5.0,13,0,69,0
8,11,1,1,2,1,31,4.0,4,0,48,0
8,22,1,1,1,2,36,1.0,4,0,49,0
8,22,1,1,2,1,24,1.0,2,0,48,0
7,4,3,1,1,1,32,5.0,5,0,78,0
8,2,1,2,2,1,51,1.0,13,0,51,0
1,29,1,1,2,1,29,5.0,3,0,87,0
2,4,1,1,2,1,29,,1,0,55,0
4,2,1,2,1,1,32,,1,0,63,0
5,15,1,2,1,2,42,5.0,5,0,61,1
1,31,,1,1,1,26,5.0,2,0,87,0
6,21,1,1,2,3,43,5.0,2,0,70,0
1,22,1,1,1,1,31,3.0,4,0,85,0
6,2,1,2,1,1,46,1.0,5,0,68,0
8,4,1,1,1,1,38,4.0,6,0,46,0
8,7,1,1,2,2,33,4.0,7,0,51,0
5,17,1,1,2,1,33,5.0,3,0,63,0
1,31,,1,1,1,27,,1,0,91,0
1,2,1,2,1,1,30,4.0,5,0,91,0
9,16,1,2,1,2,28,3.0,3,0,82,0
6,15,1,1,1,1,44,5.0,5,0,72,0
5,14,1,1,1,2,37,3.0,3,0,61,0
5,2,,2,2,1,37,3.0,9,0,61,0
9,2,1,2,2,1,50,3.0,23,0,80,0
9,17,1,1,1,1,36,4.0,5,0,78,1
8,18,1,1,1,1,28,3.0,2,0,47,0
1,7,1,1,1,3,28,5.0,5,0,80,0
2,22,1,2,1,1,28,5.0,5,0,57,0
8,22,1,1,2,1,27,,1,0,47,0
4,2,1,1,2,1,30,,1,0,63,0
5,7,1,2,1,2,43,4.0,5,0,62,0
9,13,1,1,1,1,49,3.0,16,0,78,0
8,29,1,1,2,1,35,3.0,10,0,49,0
8,25,,1,1,1,26,,1,0,51,0
8,30,1,1,1,1,33,3.0,8,0,48,0
5,7,3,1,2,1,35,5.0,9,0,65,0
9,16,3,2,1,1,39,3.0,10,0,81,0
9,7,3,1,1,1,34,4.0,3,0,81,0
1,15,1,1,2,1,36,5.0,5,0,79,0
9,2,1,1,2,2,44,5.0,7,0,78,0
1,34,1,1,1,1,29,3.0,3,0,87,0
8,13,3,1,2,1,47,5.0,11,0,50,0
9,4,1,1,1,1,30,5.0,3,0,77,1
8,4,1,1,1,1,40,3.0,4,0,52,0
5,7,3,2,2,1,47,3.0,20,0,63,0
8,31,1,1,2,2,27,4.0,4,0,48,0
5,7,1,2,1,1,46,3.0,8,0,57,0
8,2,1,1,2,1,55,5.0,5,0,53,0
8,17,1,1,1,1,40,1.0,10,0,48,0
8,7,,1,1,1,40,3.0,4,0,52,0
9,13,1,1,2,1,28,3.0,5,0,77,0
6,2,1,2,1,1,40,5.0,11,0,73,0
1,7,1,1,1,2,32,3.0,7,0,85,0
8,10,3,1,1,1,53,3.0,14,0,51,0
8,29,1,1,1,1,33,1.0,4,0,50,0
1,28,1,1,2,3,28,,1,0,78,0
8,22,1,1,2,1,45,4.0,12,0,47,0
5,13,1,2,1,2,30,3.0,5,0,53,0
8,13,1,1,1,1,32,5.0,8,0,51,0
1,7,1,1,2,2,32,3.0,6,0,84,0
9,14,1,2,1,1,41,3.0,5,0,75,0
6,2,1,2,1,1,46,4.0,16,0,74,0
6,22,1,1,2,1,28,,1,0,72,0
1,2,1,1,2,1,39,4.0,9,0,81,0
5,4,3,1,1,1,37,3.0,4,0,56,0
6,15,3,1,1,1,37,3.0,7,0,70,0
8,22,1,1,2,1,36,4.0,4,0,54,0
9,13,3,1,1,1,53,4.0,17,0,81,0
9,26,1,1,2,1,30,1.0,3,0,77,0
4,34,1,1,1,1,27,3.0,3,0,63,0
8,28,3,1,1,1,36,3.0,2,0,45,1
5,2,1,2,1,1,47,3.0,17,0,55,0
5,23,3,2,1,1,41,5.0,13,0,62,0
5,22,2,1,1,1,25,3.0,3,0,55,0
9,14,3,2,2,1,34,3.0,8,0,78,0
1,29,1,1,2,1,33,1.0,2,0,87,0
1,31,1,1,1,4,37,3.0,12,0,83,0
8,15,,1,1,1,36,4.0,4,0,51,0
5,29,1,1,1,1,40,4.0,5,0,54,0
5,7,1,1,1,1,46,4.0,5,0,62,0
3,2,2,2,2,1,20,,1,0,47,0
1,2,1,1,1,2,37,3.0,3,0,82,0
2,15,3,1,1,1,35,3.0,4,0,63,0
9,26,3,1,2,1,39,5.0,5,0,77,0
7,2,1,1,2,1,35,3.0,7,0,86,0
5,1,1,2,2,1,36,5.0,8,0,53,0
8,3,1,1,1,1,32,5.0,5,0,47,1
8,25,1,1,1,1,27,,1,0,53,0
9,13,1,1,1,1,26,4.0,2,0,78,0
8,13,1,1,2,1,32,1.0,5,0,50,0
1,30,1,1,1,1,26,5.0,2,0,82,0
9,2,3,1,1,1,41,5.0,7,0,75,0
3,32,1,2,2,1,29,3.0,5,0,50,0
5,4,1,2,2,1,39,5.0,9,0,61,1
9,26,1,2,2,1,26,,1,0,79,0
9,15,1,2,1,1,31,3.0,5,0,82,0
5,27,1,2,1,2,29,5.0,5,0,58,0
5,34,1,1,1,1,31,3.0,6,0,58,0
8,30,3,1,1,3,44,1.0,7,0,40,0
9,2,3,2,2,1,39,3.0,9,0,78,0
8,31,3,1,2,1,51,3.0,12,0,47,0
8,15,1,1,2,1,34,5.0,10,0,51,0
6,2,1,1,1,6,28,3.0,3,0,71,0
1,29,1,1,2,1,30,3.0,2,0,81,0
1,22,1,1,1,1,28,,1,0,86,1
8,22,1,1,2,1,28,3.0,2,0,52,0
8,5,1,1,2,1,35,4.0,5,0,46,0
8,7,1,1,2,1,42,2.0,7,0,45,0
5,2,1,1,2,1,57,3.0,14,0,61,0
5,22,1,1,2,1,27,1.0,4,0,59,0
6,2,1,2,2,3,39,3.0,10,0,73,0
9,31,1,2,2,1,36,3.0,7,0,79,0
8,7,3,1,2,1,42,3.0,2,0,49,0
8,26,1,1,2,1,39,3.0,5,0,51,0
2,2,1,2,2,1,52,5.0,8,0,59,0
8,22,1,1,3,1,29,3.0,2,0,55,1
6,2,1,1,2,2,31,4.0,7,0,67,0
5,2,1,2,1,1,52,4.0,4,0,60,0
8,7,1,1,2,1,39,4.0,7,0,50,0
5,22,1,2,1,1,31,3.0,2,0,58,0
8,13,1,2,2,1,36,3.0,13,0,52,0
8,32,1,1,2,1,30,3.0,5,0,46,0
5,22,1,1,2,1,27,5.0,4,0,68,1
9,31,1,1,1,1,24,3.0,2,0,77,0
9,7,3,2,1,1,41,4.0,8,1,93,1
6,2,1,2,1,1,50,3.0,4,0,69,0
8,2,1,1,1,3,45,3.0,16,0,51,0
8,15,1,1,1,1,45,5.0,7,0,49,0
5,23,1,1,1,1,32,4.0,7,0,54,0
6,2,3,1,2,2,46,3.0,13,0,75,0
8,13,1,1,3,1,30,5.0,2,0,51,0
9,24,1,1,1,1,31,1.0,4,0,80,0
5,2,1,2,3,3,31,5.0,7,0,60,0
8,30,1,1,2,1,28,,1,0,49,0
8,11,3,1,1,1,40,4.0,10,0,51,0
6,16,1,1,1,1,31,2.0,5,0,69,0
3,31,1,1,1,1,32,3.0,4,0,54,0
6,7,1,1,2,1,33,5.0,6,0,72,0
8,25,3,2,2,1,35,1.0,7,0,50,0
3,25,1,1,1,1,28,4.0,2,1,49,0
8,7,1,1,2,2,32,4.0,5,0,47,0
1,14,1,1,1,1,27,4.0,3,0,89,0
9,27,1,1,1,1,29,1.0,6,0,82,0
1,29,1,1,1,2,30,3.0,7,0,88,0
1,22,1,1,2,3,26,3.0,5,0,85,0
9,2,,2,1,1,45,3.0,3,0,81,0
1,7,1,1,2,2,29,5.0,2,0,86,1
8,2,1,1,2,1,38,2.0,10,0,50,0
1,31,1,1,1,2,28,2.0,2,0,83,0
8,2,3,2,1,1,31,3.0,3,0,56,0
6,13,3,2,2,1,34,4.0,4,0,68,0
1,17,1,1,1,3,29,3.0,4,0,81,0
8,17,1,1,2,1,42,3.0,15,0,45,0
1,7,1,2,2,1,34,1.0,3,0,83,0
5,29,1,1,2,1,28,5.0,2,0,59,0
6,27,3,1,2,1,38,4.0,10,0,68,0
9,19,1,1,2,1,27,,1,0,77,0
8,7,1,2,1,1,30,1.0,2,0,52,0
1,22,1,1,2,1,34,3.0,3,0,83,0
5,8,3,1,2,1,38,3.0,5,0,61,0
1,29,1,1,2,1,25,,1,0,88,0
5,14,3,1,2,1,36,4.0,8,0,56,0
9,4,1,2,2,1,31,3.0,3,0,79,0
5,15,1,1,1,1,44,4.0,11,0,57,0
5,7,1,1,1,1,34,4.0,4,0,61,0
9,15,3,1,1,1,41,1.0,3,0,77,0
6,2,3,2,2,1,56,3.0,19,0,74,0
9,2,1,2,2,1,32,3.0,4,0,82,0
5,6,1,2,1,1,39,3.0,10,0,59,0
6,22,1,2,2,1,27,3.0,3,0,68,0
3,2,1,1,2,1,39,4.0,4,0,44,0
8,30,1,1,1,1,25,5.0,2,0,48,0
5,22,1,1,2,1,36,1.0,9,0,60,0
5,7,1,2,1,1,31,5.0,4,0,59,0
8,4,3,1,2,1,34,3.0,6,0,48,0
6,2,2,1,2,2,20,3.0,2,0,74,0
5,15,1,1,2,1,57,5.0,6,0,57,0
8,3,1,1,2,1,41,4.0,3,0,50,0
8,2,3,1,1,1,59,4.0,16,0,50,0
8,7,1,1,1,2,26,1.0,3,0,50,0
8,28,1,1,1,2,44,2.0,16,0,55,0
8,2,1,1,1,2,35,1.0,9,0,50,0
6,11,1,2,1,1,30,4.0,2,0,74,0
8,13,1,1,2,2,32,3.0,6,0,48,0
7,4,3,1,1,2,38,4.0,4,0,80,0
8,15,1,1,1,1,40,3.0,12,0,47,1
8,22,3,2,1,1,30,3.0,5,0,54,0
5,22,3,1,2,1,31,5.0,6,0,61,0
9,2,1,1,2,1,50,3.0,11,0,78,0
9,30,1,2,2,1,27,1.0,3,0,84,0
5,26,1,2,1,1,36,4.0,9,0,56,0
9,29,1,1,1,1,34,1.0,3,0,79,0
5,2,1,2,1,1,33,4.0,6,0,60,0
5,2,1,1,2,1,39,3.0,3,0,63,0
9,2,1,2,1,2,25,3.0,4,0,79,0
6,13,1,2,1,1,30,3.0,4,0,67,0
6,7,3,1,1,1,32,1.0,6,0,69,0
8,15,1,1,1,1,42,3.0,12,0,50,0
3,7,3,2,1,1,32,3.0,4,0,49,0
2,7,1,1,1,1,29,2.0,4,0,58,0
8,29,1,1,1,1,32,1.0,7,0,54,0
9,1,3,1,2,1,37,3.0,6,0,81,0
9,22,3,1,1,1,40,1.0,8,0,84,0
4,22,1,1,1,1,33,5.0,5,0,59,0
5,4,3,1,2,1,44,3.0,15,0,61,1
5,13,3,2,1,1,49,4.0,18,0,60,0
8,2,3,2,1,1,50,3.0,4,0,51,0
5,13,1,2,1,1,29,4.0,3,0,59,0
3,31,3,2,2,1,38,4.0,8,0,51,0
8,27,,1,1,1,26,3.0,3,0,54,0
5,27,1,1,2,2,31,5.0,9,0,59,0
9,2,1,2,1,1,30,1.0,7,0,80,0
